(aaltoan01,Antti,Aalto)
(larosch01,Chad,LaRose)
(laroscl01,Claude,Larose)
(laroscl02,Claude,Larose)
(larosco01,Cory,Larose)
(larosgu01,Guy,Larose)
(larospa01,Paul,Larose)
(larosra01,Ray,Larose)
(laroupi01,Pierre,Larouche)
(laroust01,Steve,Larouche)
(larsebr01,Brad,Larsen)
(larseph01,Philip,Larsen)
(larsono01,Norm,Larson)
(larsore01,Reed,Larson)
(larssad01,Adam,Larsson)
(larsscu01,Curt,Larsson)
(lartety01,Tyler,Larter)
(larwado01,Don,Larway)
(lasakja01,Jan,Lasak)
(lashoma01,Matt,Lashoff)
(laskoga01,Gary,Laskowski)
(latalji01,Jiri,Latal)
(latengu01,Guillaume,Latendresse)
(latosja01,James,Latos)
(latreph01,Phil,Latreille)
(lattada01,David,Latta)
(laudema01,Martin,Lauder)
(lauenmi01,Mike,Lauen)
(lauerbr01,Brad,Lauer)
(laughcr01,Craig,Laughlin)
(laughmi01,Mike,Laughton)
(laukkja01,Janne,Laukkanen)
(lauredo01,Don,Laurence)
(lauspa01,Paul,Laus)
(lavaljo01,Jordan,LaVallee)
(lavalke01,Kevin,LaVallee)
(lavarma01,Mark,LaVarre)
(lavenbr01,Brian,Lavender)
(laviger01,Eric,Lavigne)
(lavioja01,Jack,Laviolette)
(laviope01,Peter,Laviolette)
(lavoido01,Dominic,Lavoie)
(lavrevl01,Vladimir,Lavrentiev)
(lawki01,Kirby,Law)
(lawlepa01,Paul,Lawless)
(lawrema01,Mark,Lawrence)
(lawsoda01,Danny,Lawson)
(lawsona01,Nathan,Lawson)
(lawtobr01,Brian,Lawton)
(laxdade01,Derek,Laxdal)
(laxtogo01,Gord,Laxton)
(laycoha01,Hal,Laycoe)
(lazarje01,Jeff,Lazaro)
(leachja01,Jamie,Leach)
(leachja02,Jay,Leach)
(leachla01,Larry,Leach)
(leachre01,Reggie,Leach)
(leachst01,Stephen,Leach)
(leahypa01,Patrick,Leahy)
(leaviji01,Jim,Leavins)
(lebdabr01,Brett,Lebda)
(lebeapa01,Patrick,Lebeau)
(lebeast01,Stephan,Lebeau)
(leblaal01,Alex,Leblanc)
(leblafe01,Fern,LeBlanc)
(leblajo01,John,LeBlanc)
(leblajp01,J.P.,LeBlanc)
(leblalo01,Louis,Leblanc)
(leblara01,Ray,LeBlanc)
(leboupe01,Peter,LeBoutillier)
(lebrual01,Al,LeBrun)
(lecaibi01,Bill,Lecaine)
(lecavvi01,Vincent,Lecavalier)
(leclaja01,Jack,LeClair)
(leclajo01,John,LeClair)
(leclapa01,Pascal,Leclaire)
(leclemi01,Mike,Leclerc)
(leclere01,Rene,Leclerc)
(lecuydo01,Doug,Lecuyer)
(leddyni01,Nick,Leddy)
(ledinpe01,Per,Ledin)
(ledinwa01,Walt,Ledingham)
(leducal01,Albert,Leduc)
(leducbo01,Bob,Leduc)
(leduced01,Edgar,Leduc)
(leducri01,Rich,LeDuc)
(ledyagr01,Grant,Ledyard)
(leebbr01,Brad,Leeb)
(leebgr01,Greg,Leeb)
(leebo01,Bobby,Lee)
(leebr01,Brian,Lee)
(leeed01,Edward,Lee)
(leemaga01,Gary,Leeman)
(leepe01,Peter,Lee)
(leetcbr01,Brian,Leetch)
(lefebgu01,Guillaume,Lefebvre)
(lefebpa01,Patrice,Lefebvre)
(lefebsy01,Sylvain,Lefebvre)
(leflebr01,Bryan,Lefley)
(leflech01,Chuck,Lefley)
(legacma01,Manny,Legace)
(legerro01,Roger,Leger)
(leggeba01,Barry,Legge)
(leggera01,Randy,Legge)
(legricl01,Claude,Legris)
(legwada01,David,Legwand)
(lehmahu01,Hugh,Lehman)
(lehmasc01,Scott,Lehman)
(lehmato01,Tommy,Lehman)
(lehnero01,Robin,Lehner)
(lehouya01,Yanick,Lehoux)
(lehtije01,Jere,Lehtinen)
(lehtoan01,Antero,Lehtonen)
(lehtoka01,Kari,Lehtonen)
(lehtomi01,Mikko,Lehtonen)
(lehtomi02,Mikko,Lehtonen)
(lehtope01,Petteri,Lehto)
(lehtope02,Petti,Lehtonen)
(lehvohe01,Henri,Lehvonen)
(leiered01,Edward,Leier)
(leighmi01,Michael,Leighton)
(leinomi01,Mikko,Leinonen)
(leinovi01,Ville,Leino)
(leitebo01,Bobby,Leiter)
(leiteke01,Ken,Leiter)
(lemaija01,Jacques,Lemaire)
(lemaymo01,Moe,Lemay)
(lemelja01,Jacques,Lemelin)
(lemelre01,Reggie,Lemelin)
(lemelro01,Roger,Lemelin)
(lemieal01,Alain,Lemieux)
(lemiebo01,Bob,Lemieux)
(lemiecl01,Claude,Lemieux)
(lemieja01,Jacques,Lemieux)
(lemieje01,Jean,Lemieux)
(lemiejo01,Jocelyn,Lemieux)
(lemiema01,Mario,Lemieux)
(lemiere01,Real,Lemieux)
(lemieri01,Rich,Lemieux)
(lenarmi01,Mike,Lenarduzzi)
(lenarti01,Tim,Lenardon)
(lenevda01,David,LeNeveu)
(leonage01,George,Leonard)
(leopojo01,Jordan,Leopold)
(lepinhe01,Hec,Lepine)
(lepinpi01,Pit,Lepine)
(lepissa01,Sami,Lepisto)
(leroufr01,Francois,Leroux)
(lerouga01,Gaston,Leroux)
(lerouge01,Gerry,Leroux)
(lerouje01,Jean-Yves,Leroux)
(leschcu01,Curtis,Leschyshyn)
(lesiear01,Art,Lesieur)
(lessafr01,Francis,Lessard)
(lessaju01,Junior,Lessard)
(lessama01,Mario,Lessard)
(lessari01,Rick,Lessard)
(lesuepe01,Percy,LeSueur)
(lesukbi01,Bill,Lesuk)
(leswija01,Jack,Leswick)
(leswipe01,Pete,Leswick)
(leswito01,Tony,Leswick)
(letanal01,Alan,Letang)
(letankr01,Kris,Letang)
(letesma01,Mark,Letestu)
(letoupi01,Pierre-Luc,Letourneau-Leblond)
(letowtr01,Trevor,Letowski)
(levanjo01,Joe,Levandoski)
(levaslo01,Jean-Louis,Levasseur)
(leveino01,Normand,Leveille)
(leveqgu01,Guy,Leveque)
(leverdo01,Don,Lever)
(leviecr01,Craig,Levie)
(levinal01,Alex,Levinsky)
(levinsc01,Scott,Levins)
(levota01,Tapio,Levo)
(lewicda01,Danny,Lewicki)
(lewisda01,Dave,Lewis)
(lewisda02,Dale,Lewis)
(lewisdo01,Doug,Lewis)
(lewisgr01,Grant,Lewis)
(lewishe01,Herbie,Lewis)
(lewistr01,Trevor,Lewis)
(leyri01,Rick,Ley)
(libaig01,Igor,Liba)
(libbyje01,Jeff,Libby)
(libetni01,Nick,Libett)
(licarto01,Tony,Licari)
(liddibo01,Bob,Liddington)
(lidstdo01,Doug,Lidster)
(lidstni01,Nicklas,Lidstrom)
(liffida01,David,Liffiton)
(liffier01,Ernie,Liffiton)
(lilesjo01,John-Michael,Liles)
(liljaan01,Andreas,Lilja)
(lillejo01,John,Lilley)
(lilyhle01,Len,Lilyholm)
(lindban01,Anders,Lindback)
(lindbch01,Chris,Lindberg)
(lindbjo01,Johan,Lindbom)
(lindbpe01,Pelle,Lindbergh)
(lindeja01,Jamie,Linden)
(lindetr01,Trevor,Linden)
(lindgla01,Lars,Lindgren)
(lindgma01,Mats,Lindgren)
(lindgpe01,Perttu,Lindgren)
(lindhma01,Mats,Lindh)
(lindhmi01,Mikael,Lindholm)
(lindju01,Juha,Lind)
(lindqfr01,Fredrik,Lindquist)
(lindrbr01,Brett,Lindros)
(lindrer01,Eric,Lindros)
(lindsbe01,Bert,Lindsay)
(lindsbi01,Bill,Lindsay)
(lindsdo01,Doug,Lindskog)
(lindsjo01,Joakim,Lindstrom)
(lindste01,Ted,Lindsay)
(lindswi01,Willy,Lindstrom)
(lingda01,David,Ling)
(linglch01,Charles,Linglet)
(linseke01,Ken,Linseman)
(lintnri01,Richard,Lintner)
(lipumch01,Chris,Lipuma)
(liscoca01,Carl,Liscombe)
(lisinen01,Enver,Lisin)
(littlbr01,Bryan,Little)
(littlne01,Neil,Little)
(littmda01,David,Littman)
(litzeed01,Ed,Litzenberger)
(liutmi01,Mike,Liut)
(lloydow01,Owen,Lloyd)
(loachlo01,Lonnie,Loach)
(lobanal01,Alexander,Lobanov)
(locasja01,Jacques,Locas)
(locasja02,Jacques,Locas)
(lochebi01,Bill,Lochead)
(lockeco01,Corey,Locke)
(lockeke01,Ken,Lockett)
(lockhho01,Howard,Lockhart)
(lockino01,Norm,Locking)
(lodboda01,Dan,Lodboa)
(loeweda01,Darcy,Loewen)
(lofthma01,Mark,Lofthouse)
(loganda01,Dave,Logan)
(loganro01,Robert,Logan)
(loisecl01,Claude,Loiselle)
(lojekma01,Martin,Lojek)
(lokotvl01,Vladimir,Lokotko)
(loktian01,Andrei,Loktionov)
(lomakan01,Andrei,Lomakin)
(lombama01,Matthew,Lombardi)
(lomenma01,Mark,Lomenda)
(loneybr01,Brian,Loney)
(loneytr01,Troy,Loney)
(longba01,Barry,Long)
(longfed01,Ed,Longfellow)
(longst01,Stan,Long)
(longte01,Ted,Long)
(lonsbro01,Ross,Lonsberry)
(loobha01,Hakan,Loob)
(loobpe01,Peter,Loob)
(loprepe01,Pete,LoPresti)
(lopresa01,Sam,LoPresti)
(lorenda01,Danny,Lorenz)
(lorenji01,Jim,Lorentz)
(lorimbo01,Bob,Lorimer)
(lorraro01,Rod,Lorrain)
(loughcl01,Clem,Loughlin)
(loughwi01,Wilf,Loughlin)
(loustro01,Ron,Loustel)
(lovejbe01,Ben,Lovejoy)
(lovsike01,Ken,Lovsin)
(lowdedw01,Dwayne,Lowdermilk)
(loweda01,Darren,Lowe)
(loweke01,Kevin,Lowe)
(loweod01,Odie,Lowe)
(lowero01,Ross,Lowe)
(lowre01,Reed,Low)
(lowreed01,Ed,Lowrey)
(lowrefr01,Fred,Lowrey)
(lowrege01,Gerry,Lowrey)
(lowro01,Ron,Low)
(lowryda01,Dave,Lowry)
(lowtnle01,Les,Lowtner)
(loynsly01,Lynn,Loyns)
(lozinla01,Larry,Lozinski)
(lucasda01,Dave,Lucas)
(lucasda02,Danny,Lucas)
(lucedo01,Don,Luce)
(lucicmi01,Milan,Lucic)
(ludvija01,Jan,Ludvig)
(ludwicr01,Craig,Ludwig)
(ludzist01,Steve,Ludzik)
(luhniwa01,Warren,Luhning)
(lukacjo01,Josef,Lukac)
(lukowbe01,Bernie,Lukowich)
(lukowbr01,Brad,Lukowich)
(lukowmo01,Morris,Lukowich)
(luksach01,Charlie,Luksa)
(lumleda01,Dave,Lumley)
(lumleha01,Harry,Lumley)
(lummejy01,Jyrki,Lumme)
(lundbbr01,Brian,Lundberg)
(lundele01,Len,Lunde)
(lundhbe01,Bengt,Lundholm)
(lundimi01,Mike,Lundin)
(lundla01,Larry,Lund)
(lundmja01,Jamie,Lundmark)
(lundpe01,Pentti,Lund)
(lundqhe01,Henrik,Lundqvist)
(lundqjo01,Joel,Lundqvist)
(lundrjo01,Joe,Lundrigan)
(lundsto01,Tord,Lundstrom)
(lundypa01,Pat,Lundy)
(luomami01,Mikko,Luoma)
(luongch01,Chris,Luongo)
(luongro01,Roberto,Luongo)
(lupasro01,Ross,Lupaschuk)
(lupiegi01,Gilles,Lupien)
(lupulga01,Gary,Lupul)
(lupuljo01,Joffrey,Lupul)
(lyashro01,Roman,Lyashenko)
(lyckaja01,Jaroslav,Lycka)
(lydmato01,Toni,Lydman)
(lylege01,George,Lyle)
(lynchdo01,Doug,Lynch)
(lynchja01,Jack,Lynch)
(lynnvi01,Vic,Lynn)
(lyonsro01,Ron,Lyons)
(lyonst01,Steve,Lyon)
(lysakbr01,Brett,Lysak)
(lysiato01,Tom,Lysiak)
(macadal01,Al,MacAdam)
(macarcl01,Clarke,MacArthur)
(macdela01,Lane,MacDermid)
(macdepa01,Paul,MacDermid)
(macdoan01,Andrew,MacDonald)
(macdobl01,Blair,MacDonald)
(macdobr01,Brett,MacDonald)
(macdocr01,Craig,MacDonald)
(macdodo01,Doug,MacDonald)
(macdoja01,Jason,MacDonald)
(macdojo01,Joey,MacDonald)
(macdoke01,Kevin,MacDonald)
(macdoki01,Kilby,MacDonald)
(macdoki02,Kim,MacDougall)
(macdolo01,Lowell,MacDonald)
(macdopa01,Parker,MacDonald)
(maceash01,Shane,MacEachern)
(macenma01,Maxime,Macenauer)
(maceyhu01,Hub,Macey)
(macgrbr01,Bruce,MacGregor)
(macgrga01,Gary,MacGregor)
(macgrra01,Randy,MacGregor)
(macguga01,Garth,MacGuigan)
(machasp01,Spencer,Machacek)
(maciara01,Raymond,Macias)
(macinal01,Al,MacInnis)
(macindr01,Drew,MacIntyre)
(macinia01,Ian,MacIntosh)
(macinst01,Steve,MacIntyre)
(macivdo01,Don,MacIver)
(macivno01,Norm,Maciver)
(mackabl01,Blair,MacKasey)
(mackaca01,Calum,MacKay)
(mackada01,Dave,MacKay)
(mackami01,Mickey,MacKay)
(mackamu01,Murdo,MacKay)
(mackeaa01,Aaron,MacKenzie)
(mackeal01,Al,MacKenzie)
(mackeba01,Barry,MacKenzie)
(mackebi01,Bill,MacKenzie)
(mackeda01,David,Mackey)
(mackede01,Derek,MacKenzie)
(mackefl01,Fleming,MacKell)
(mackeja01,Jack,MacKell)
(mackere01,Reg,Mackey)
(mackesh01,Shawn,MacKenzie)
(mackiho01,Howie,Mackie)
(mackipa01,Paul,MacKinnon)
(maclebr01,Brian,MacLellan)
(maclebr02,Brett,MacLean)
(macledo01,Don,MacLean)
(maclejo01,John,MacLean)
(maclepa01,Paul,MacLean)
(maclepa02,Pat,MacLeod)
(macleri01,Rick,MacLeish)
(macmibi01,Billy,MacMillan)
(macmibo01,Bob,MacMillan)
(macmije01,Jeff,MacMillan)
(macmijo01,John,MacMillan)
(macneal01,Al,MacNeil)
(macnebe01,Bernie,MacNeil)
(macneia01,Ian,MacNeil)
(macouja01,Jamie,Macoun)
(macphbu01,Bud,MacPherson)
(macswra01,Ralph,MacSweyn)
(mactacr01,Craig,MacTavish)
(macwimi01,Mike,MacWilliam)
(maddejo01,John,Madden)
(madelda01,Darrin,Madeley)
(madigco01,Connie,Madigan)
(madilje01,Jeff,Madill)
(mageede01,Dean,Magee)
(maggsda01,Daryl,Maggs)
(magnama01,Marc,Magnan)
(magnaol01,Olivier,Magnan)
(magnuke01,Keith,Magnuson)
(maguike01,Kevin,Maguire)
(mahafjo01,John,Mahaffy)
(mahovfr01,Frank,Mahovlich)
(mahovpe01,Pete,Mahovlich)
(mailhja01,Jacques,Mailhot)
(maillfr01,Frank,Mailley)
(mairad01,Adam,Mair)
(mairji01,Jim,Mair)
(majeafe01,Fern,Majeau)
(majesiv01,Ivan,Majesky)
(major01,,Major)
(majorbr01,Bruce,Major)
(majorma01,Mark,Major)
(makarni01,Nicolai,Makarov)
(makarse01,Sergei,Makarov)
(makelmi01,Mikko,Makela)
(makich01,Chico,Maki)
(makito01,Tomi,Maki)
(makiwa01,Wayne,Maki)
(makkoka01,Kari,Makkonen)
(malakvl01,Vladimir,Malakhov)
(malarcl01,Clint,Malarchuk)
(malecto01,Tomas,Malec)
(maleyda01,David,Maley)
(malgust01,Stewart,Malgunas)
(malhoma01,Manny,Malhotra)
(malikma01,Marek,Malik)
(malinme01,Merlin,Malinowski)
(malkiev01,Evgeni,Malkin)
(malkode01,Dean,Malkoc)
(malleke01,Ken,Mallen)
(malletr01,Troy,Mallette)
(malmiol01,Olli,Malmivaara)
(malonbr01,Brad,Malone)
(maloncl01,Cliff,Malone)
(malonda01,Dan,Maloney)
(malonda02,Dave,Maloney)
(malondo01,Don,Maloney)
(malonfo01,Foster,Malone)
(malongr01,Greg,Malone)
(malonje01,Jeff,Malone)
(malonjo01,Joe,Malone)
(malonph01,Phil,Maloney)
(malonry01,Ryan,Malone)
(malonsa01,Sars,Malone)
(malta01,,Maltais)
(maltast01,Steve,Maltais)
(maltbki01,Kirk,Maltby)
(malutra01,Ray,Maluta)
(manasto01,Tom,Manastersky)
(mancama01,Mark,Mancari)
(mancugu01,Gus,Mancuso)
(mandeke01,Kent,Manderville)
(mandida01,Dan,Mandich)
(manelge01,George,Maneluk)
(manelmi01,Mike,Maneluk)
(manerkr01,Kris,Manery)
(manerra01,Randy,Manery)
(maniace01,Cesare,Maniago)
(manloer01,Eric,Manlow)
(mannca01,Cameron,Mann)
(mannere01,Rennison,Manners)
(mannibr01,Brandon,Manning)
(mannipa01,Paul,Manning)
(mannipe01,Peter,Mannino)
(mannja01,Jack,Mann)
(mannji01,Jimmy,Mann)
(mannke01,Ken,Mann)
(mannno01,Norm,Mann)
(mannobo01,Bob,Manno)
(mansoda01,Dave,Manson)
(mansoha01,Harry,Manson)
(mansora01,Ray,Manson)
(manthge01,Georges,Mantha)
(manthmo01,Moe,Mantha)
(manthsy01,Sylvio,Mantha)
(mapleju01,Justin,Mapletoft)
(maracbu01,Bud,Maracle)
(maracno01,Norm,Maracle)
(marapa01,Paul,Mara)
(marape01,Peter,Mara)
(marcemi01,Milan,Marcetta)
(marchbr01,Brian,Marchinko)
(marchbr02,Bryan,Marchment)
(marchbr03,Brad,Marchand)
(marchem01,Emile,Marchildon)
(marchmu01,Mush,March)
(marchra01,Ray,Marchand)
(marchto01,Todd,Marchant)
(marcida01,Dave,Marcinyshyn)
(marcodo01,Don,Marcotte)
(marcolo01,Lou,Marcon)
(marhajo01,Josef,Marha)
(marinch01,Chris,Marinucci)
(marinhe01,Hector,Marini)
(mariofr01,Frank,Mario)
(mariujo01,John,Mariucci)
(marjama01,Masi,Marjamaki)
(markegu01,Gus,Marker)
(markejo01,John,Markell)
(markgo01,Gordon,Mark)
(markhra01,Ray,Markham)
(markkju01,Jussi,Markkanen)
(marklja01,Jack,Markle)
(markoan01,Andrei,Markov)
(markoda01,Danny,Markov)
(marksja01,Jack,Marks)
(marksja02,Jacob,Markstrom)
(marksjo01,John,Marks)
(markwne01,Nevin,Markwart)
(marlepa01,Patrick,Marleau)
(maroida01,Daniel,Marois)
(maroije01,Jean,Marois)
(maroima01,Mario,Marois)
(maroopa01,Patrick,Maroon)
(marotgi01,Gilles,Marotte)
(marplst01,Stan,Marples)
(marquma01,Mark,Marquess)
(marripe01,Peter,Marrin)
(marshbe01,Bert,Marshall)
(marshbr01,Brad,Marsh)
(marshdo01,Don,Marshall)
(marshga01,Gary,Marsh)
(marshgr01,Grant,Marshall)
(marshja01,Jason,Marshall)
(marshja02,Jack,Marshall)
(marshji01,Jim,Marsh)
(marshke01,Kevin,Marshall)
(marshpa01,Paul,Marshall)
(marshpe01,Peter,Marsh)
(marshwi01,Willie,Marshall)
(marsomi01,Mike,Marson)
(marteto01,Tony,Martensson)
(martial01,Alec,Martinez)
(marticl01,Clare,Martin)
(marticr01,Craig,Martin)
(martida01,Darcy,Martini)
(martido01,Don,Martineau)
(martifo01,Foley,Martin)
(martifr01,Frank,Martin)
(martigr01,Grant,Martin)
(martija01,Jack,Martin)
(martima01,Matt,Martin)
(martima02,Matt,Martin)
(martipa01,Paul,Martin)
(martipi01,Pit,Martin)
(martira01,Radek,Martinek)
(martiri01,Rick,Martin)
(martiro01,Ron,Martin)
(martise01,Seth,Martin)
(martist01,Steve,Martinson)
(martist02,Steve,Martins)
(martite01,Terry,Martin)
(martito01,Tom,Martin)
(martito02,Tom,Martin)
(marukde01,Dennis,Maruk)
(mashibr01,Brandon,Mashinter)
(masnipa01,Paul,Masnick)
(masonbo01,Bob,Mason)
(masonch01,Charley,Mason)
(masonch02,Chris,Mason)
(masonst01,Steve,Mason)
(massege01,George,Massecar)
(mastebi01,Bill,Masterton)
(masteja01,Jamie,Masters)
(mathefr01,Frank,Mathers)
(mathidw01,Dwight,Mathiasen)
(mathiji01,Jim,Mathieson)
(mathima01,Marquis,Mathieu)
(matsujo01,Jon,Matsumoto)
(mattech01,Christian,Matte)
(mattejo01,Joe,Matte)
(mattejo02,Joe,Matte)
(mattemi01,Mike,Matteucci)
(mattest01,Stephane,Matteau)
(matthsh01,Shawn,Matthias)
(mattidi01,Dick,Mattiussi)
(mattsma01,Markus,Mattsson)
(matviri01,Richard,Matvichuk)
(matzjo01,Johnny,Matz)
(mauldgr01,Greg,Mauldin)
(mavetla01,Larry,Mavety)
(maxnewa01,Wayne,Maxner)
(maxwebe01,Ben,Maxwell)
(maxwebr01,Brad,Maxwell)
(maxwebr02,Bryan,Maxwell)
(maxweke01,Kevin,Maxwell)
(maxwewa01,Wally,Maxwell)
(mayal01,Alan,May)
(maybr01,Brad,May)
(mayda01,Darrell,May)
(mayerde01,Derek,Mayer)
(mayergi01,Gilles,Mayer)
(mayerja01,Jamal,Mayers)
(mayerji01,Jim,Mayer)
(mayerpa01,Pat,Mayer)
(mayersh01,Shep,Mayer)
(mayorma01,Maxim,Mayorov)
(mazured01,Eddie,Mazur)
(mazurja01,Jay,Mazur)
(mazurjo01,John,Mazur)
(mcadaga01,Gary,McAdam)
(mcadasa01,Sam,McAdam)
(mcallch01,Chris,McAllister)
(mcalpch01,Chris,McAlpine)
(mcammde01,Dean,McAmmond)
(mcandha01,Hazen,McAndrew)
(mcanebo01,Bob,McAneeley)
(mcanete01,Ted,McAneeley)
(mcardke01,Kenndal,McArdle)
(mcateju01,Jud,McAtee)
(mcateno01,Norm,McAtee)
(mcaulke01,Ken,McAuley)
(mcavoge01,George,McAvoy)
(mcbaian01,Andrew,McBain)
(mcbaija01,Jason,McBain)
(mcbaija02,Jamie,McBain)
(mcbaimi01,Mike,McBain)
(mcbeawa01,Wayne,McBean)
(mcbricl01,Cliff,McBride)
(mcburji01,Jim,McBurney)
(mccabbr01,Bryan,McCabe)
(mccabst01,Stan,McCabe)
(mccafbe01,Bert,McCaffrey)
(mccahjo01,John,McCahill)
(mccaido01,Doug,McCaig)
(mccaldu01,Dunc,McCallum)
(mccaled01,Eddie,McCalmon)
(mccanri01,Rick,McCann)
(mccarch01,Charlie,McCarthy)
(mccarda01,Dan,McCarthy)
(mccarda02,Darren,McCarty)
(mccarja01,Jack,McCartan)
(mccarjo01,John,McCarthy)
(mccarke01,Kevin,McCarthy)
(mccarsa01,Sandy,McCarthy)
(mccarst01,Steve,McCarthy)
(mccarth01,Thomas,McCarthy)
(mccarto01,Tom,McCarthy)
(mccarto02,Tom,McCarthy)
(mccarwa01,Walt,McCartney)
(mccaste01,Ted,McCaskill)
(mccaual01,Alyn,McCauley)
(mcclaro01,Rob,McClanahan)
(mccleja01,Jay,McClement)
(mccleke01,Kevin,McClelland)
(mccletr01,Trent,McCleary)
(mccolth01,Thomas,McCollum)
(mccoofr01,Frank,McCool)
(mccorbo01,Bob,McCord)
(mccorco01,Cody,McCormick)
(mccorde01,Dennis,McCord)
(mccorjo01,John,McCormack)
(mccorjo02,Joe,McCormick)
(mccossh01,Shawn,McCosh)
(mccouda01,Dale,McCourt)
(mccrebi01,Bill,McCreary)
(mccrebi02,Bill,McCreary)
(mccrejo01,John,McCreedy)
(mccreke01,Keith,McCreary)
(mccribr01,Brad,McCrimmon)
(mccriji01,Jim,McCrimmon)
(mccrijo01,John,McCrimmon)
(mcculbo01,Bob,McCulley)
(mcculdo01,Don,McCulloch)
(mcculfr01,Fred,McCulloch)
(mccurdu01,Duke,McCurry)
(mccusre01,Red,McCusker)
(mccutbr01,Brian,McCutcheon)
(mccutda01,Darwin,McCutcheon)
(mcdilje01,Jeff,McDill)
(mcdonab01,Ab,McDonald)
(mcdonal01,Al,McDonough)
(mcdonal02,Alf,McDonald)
(mcdonan01,Andy,McDonald)
(mcdonbi01,Bill,McDonagh)
(mcdonbr01,Brian,McDonald)
(mcdonbu01,Bucko,McDonald)
(mcdonbu02,Butch,McDonald)
(mcdonco01,Colin,McDonald)
(mcdonge01,Gerry,McDonald)
(mcdonhu01,Hubie,McDonough)
(mcdonja01,Jack,McDonald)
(mcdonja02,Jack,McDonald)
(mcdonjo01,Joe,McDonnell)
(mcdonke01,Kent,McDonell)
(mcdonla01,Lanny,McDonald)
(mcdonmo01,Moylan,McDonnell)
(mcdonra01,Ran,McDonald)
(mcdonro01,Robert,McDonald)
(mcdonry01,Ryan,McDonagh)
(mcdonte01,Terry,McDonald)
(mcdoubi01,Bill,McDougall)
(mcdoumi01,Mike,McDougal)
(mcdufpe01,Peter,McDuffe)
(mceacsh01,Shawn,McEachern)
(mcelhcu01,Curtis,McElhinney)
(mcelmji01,Jim,McElmury)
(mcewemi01,Mike,McEwen)
(mcfaddo01,Don,McFadyen)
(mcfadji01,Jim,McFadden)
(mcfalda01,Dan,McFall)
(mcfargo01,Gord,McFarlane)
(mcgeoji01,Jim,McGeough)
(mcgibir01,Irv,McGibbon)
(mcgifro01,Roy,McGiffen)
(mcgilbo01,Bob,McGill)
(mcgilda01,Dan,McGillis)
(mcgilja01,Jack,McGill)
(mcgilja02,Jack,McGill)
(mcgilry01,Ryan,McGill)
(mcginja01,Jamie,McGinn)
(mcglydi01,Dick,McGlynn)
(mcgowev01,Everett,McGowan)
(mcgrabr01,Brian,McGrattan)
(mcgrato01,Tom,McGrattan)
(mcgreed01,Edwin,McGregor)
(mcgresa01,Sandy,McGregor)
(mcguimi01,Mickey,McGuire)
(mchugmi01,Mike,McHugh)
(mcilhja01,Jack,McIlhargey)
(mcinebe01,Bert,McInenly)
(mcinnma01,Marty,McInnis)
(mcintbr01,Bruce,McIntosh)
(mcintda01,David,McIntyre)
(mcintja01,Jack,McIntyre)
(mcintjo01,John,McIntyre)
(mcintla01,Larry,McIntyre)
(mcintll01,Lloyd,McIntyre)
(mcintpa01,Paul,McIntosh)
(mcivena01,Nathan,McIver)
(mckaydo01,Doug,McKay)
(mckayra01,Ray,McKay)
(mckayra02,Randy,McKay)
(mckayro01,Ross,McKay)
(mckaysc01,Scott,McKay)
(mckecwa01,Walt,McKechnie)
(mckeeja01,Jay,McKee)
(mckeemi01,Mike,McKee)
(mckegia01,Ian,McKegney)
(mckegto01,Tony,McKegney)
(mckenal01,Alex,McKendry)
(mckenbi01,Bill,McKenzie)
(mckenbr01,Brian,McKenzie)
(mckendo01,Don,McKenney)
(mckenji01,Jim,McKenny)
(mckenji02,Jim,McKenzie)
(mckenjo01,John,McKenzie)
(mckenmi01,Mike,McKenna)
(mckense01,Sean,McKenna)
(mckenst01,Steve,McKenna)
(mckicst01,Steve,McKichan)
(mckiman01,Andrew,McKim)
(mckinal01,Alex,McKinnon)
(mckinjo01,John,McKinnon)
(mclacmu01,Murray,McLachlan)
(mclarfr01,Frazer,McLaren)
(mclarky01,Kyle,McLaren)
(mclarst01,Steve,McLaren)
(mcleaar01,Archie,McLean)
(mcleabr01,Brett,McLean)
(mcleado01,Don,McLean)
(mcleafr01,Fred,McLean)
(mcleaja01,Jack,McLean)
(mcleaje01,Jeff,McLean)
(mcleaki01,Kirk,McLean)
(mcleaku01,Kurtis,McLean)
(mclelda01,Dave,McLelland)
(mcleljo01,John,McLellan)
(mclelsc01,Scott,McLellan)
(mclelto01,Todd,McLellan)
(mclenja01,Jamie,McLennan)
(mclenro01,Rollie,McLenahan)
(mcleoal01,Al,McLeod)
(mcleoco01,Cody,McLeod)
(mcleodo01,Don,McLeod)
(mcleoja01,Jackie,McLeod)
(mcleoji01,Jim,McLeod)
(mcllwda01,Dave,McLlwain)
(mcmahmi01,Mike,McMahon)
(mcmahmi02,Mike,McMahon)
(mcmanbo01,Bob,McManama)
(mcmansa01,Sammy,McManus)
(mcmasji01,Jim,McMasters)
(mcmilbr01,Brandon,McMillan)
(mcmilca01,Carson,McMillan)
(mcmilre01,Red,McMillan)
(mcmorse01,Sean,McMorrow)
(mcmulda01,Dale,McMullen)
(mcmurto01,Tom,McMurchy)
(mcnabbr01,Brayden,McNabb)
(mcnabma01,Max,McNab)
(mcnabpe01,Peter,McNab)
(mcnabsi01,Sid,McNabney)
(mcnamge01,Gerry,McNamara)
(mcnamge02,George,McNamara)
(mcnamha01,Hal,McNamara)
(mcnamho01,Howard,McNamara)
